Image Index,ROI1 Blue Intensity LOWESS,ROI2 Blue Intensity LOWESS,ROI3 Blue Intensity LOWESS,ROI4 Blue Intensity LOWESS,ROI5 Blue Intensity LOWESS,R1,R2,ROI3 Blue Intensity LOWESS,R4,R5,,,,,
204,78.76837185,49.16648132,34.77998275,38.06301806,44.19943481,58.19368185,42.33904232,34.77998275,33.42400106,32.80274481,,,,,
205,79.2385895,49.48970803,34.87022834,38.0730793,44.19905746,58.6638995,42.66226903,34.87022834,33.4340623,32.80236746,,,,,
206,79.71049927,49.81998812,34.9654981,38.0839165,44.198946,59.13580927,42.99254912,34.9654981,33.4448995,32.802256,,,,,
207,80.18397016,50.15733543,35.06592494,38.09555464,44.19910616,59.60928016,43.32989643,35.06592494,33.45653764,32.80241616,,,,,
208,80.65887894,50.50175443,35.17162744,38.10802044,44.19954306,60.08418894,43.67431543,35.17162744,33.46900344,32.80285306,,,,,
209,81.13510071,50.8532363,35.28271941,38.12133928,44.20026087,60.56041071,44.0257973,35.28271941,33.48232228,32.80357087,,,,,
210,81.61251131,51.21175978,35.39930997,38.13553633,44.20126363,61.03782131,44.38432078,35.39930997,33.49651933,32.80457363,,,,,
211,82.09099644,51.57729221,35.52149256,38.15063958,44.20255553,61.51630644,44.74985321,35.52149256,33.51162258,32.80586553,,,,,
212,82.57044071,51.94978412,35.64935661,38.16667651,44.2041392,61.99575071,45.12234512,35.64935661,33.52765951,32.8074492,,,,,
213,83.05072809,52.32916878,35.78298606,38.18367392,44.20601514,62.47603809,45.50172978,35.78298606,33.54465692,32.80932514,,,,,
214,83.53175128,52.71536691,35.9224484,38.2016621,44.2081842,62.95706128,45.88792791,35.9224484,33.5626451,32.8114942,,,,,
215,84.01340258,53.10828134,36.06780853,38.22067162,44.21064737,63.43871258,46.28084234,36.06780853,33.58165462,32.81395737,,,,,
216,84.49557512,53.5077975,36.21912706,38.24073362,44.21340464,63.92088512,46.6803585,36.21912706,33.60171662,32.81671464,,,,,
217,84.97817173,53.91378836,36.37644676,38.2618844,44.21645618,64.40348173,47.08634936,36.37644676,33.6228674,32.81976618,,,,,
218,85.46109542,54.32610836,36.53980253,38.28416084,44.21980058,64.88640542,47.49866936,36.53980253,33.64514384,32.82311058,,,,,
219,85.94425759,54.74459993,36.70921454,38.30760539,44.22343651,65.36956759,47.91716093,36.70921454,33.66858839,32.82674651,,,,,
220,86.42756876,55.16908716,36.88470398,38.33226104,44.22736215,65.85287876,48.34164816,36.88470398,33.69324404,32.83067215,,,,,
221,86.91093623,55.59937595,37.06629161,38.35817169,44.23157465,66.33624623,48.77193695,37.06629161,33.71915469,32.83488465,,,,,
222,87.39427614,56.03526438,37.25398668,38.38538947,44.23607334,66.81958614,49.20782538,37.25398668,33.74637247,32.83938334,,,,,
223,87.87750572,56.47653809,37.44779678,38.41397044,44.24085861,67.30281572,49.64909909,37.44779678,33.77495344,32.84416861,,,,,
224,88.36055238,56.92297968,37.64771582,38.44398042,44.24593268,67.78586238,50.09554068,37.64771582,33.80496342,32.84924268,,,,,
225,88.84335304,57.37437011,37.85372759,38.47549536,44.25130044,68.26866304,50.54693111,37.85372759,33.83647836,32.85461044,,,,,
226,89.32584246,57.83048038,38.06581913,38.50859493,44.25696773,68.75115246,51.00304138,38.06581913,33.86957793,32.86027773,,,,,
227,89.8079624,58.29108158,38.28396919,38.54336871,44.26294228,69.2332724,51.46364258,38.28396919,33.90435171,32.86625228,,,,,
228,90.2896612,58.75594619,38.50815156,38.5799165,44.26923436,69.7149712,51.92850719,38.50815156,33.9408995,32.87254436,,,,,
229,90.7708811,59.22483864,38.73834571,38.61833984,44.27585352,70.1961911,52.39739964,38.73834571,33.97932284,32.87916352,,,,,
230,91.25156406,59.69752228,38.97452954,38.65874605,44.28280919,70.67687406,52.87008328,38.97452954,34.01972905,32.88611919,,,,,
231,91.7316426,60.17375001,39.21668952,38.70124071,44.29010976,71.1569526,53.34631101,39.21668952,34.06222371,32.89341976,,,,,
232,92.21104145,60.65326907,39.46481983,38.74593064,44.29776327,71.63635145,53.82583007,39.46481983,34.10691364,32.90107327,,,,,
233,92.68968539,61.13583211,39.71891253,38.79292983,44.30577879,72.11499539,54.30839311,39.71891253,34.15391283,32.90908879,,,,,
234,93.16749128,61.62118742,39.97896587,38.84235181,44.3141649,72.59280128,54.79374842,39.97896587,34.20333481,32.9174749,,,,,
235,93.64436704,62.1090814,40.24498183,38.89431008,44.32292886,73.06967704,55.2816424,40.24498183,34.25529308,32.92623886,,,,,
236,94.12022424,62.59927472,40.51695651,38.94892562,44.3320814,73.54553424,55.77183572,40.51695651,34.30990862,32.9353914,,,,,
237,94.59498039,63.09154659,40.79488082,39.00632829,44.34163835,74.02029039,56.26410759,40.79488082,34.36731129,32.94494835,,,,,
238,95.06855282,63.58568878,41.07874203,39.06665233,44.35161777,74.49386282,56.75824978,41.07874203,34.42763533,32.95492777,,,,,
239,95.54084769,64.08149167,41.36853163,39.13003089,44.36203638,74.96615769,57.25405267,41.36853163,34.49101389,32.96534638,,,,,
240,96.01176235,64.57874792,41.66424578,39.1965978,44.37291073,75.43707235,57.75130892,41.66424578,34.5575808,32.97622073,,,,,
241,96.48119388,65.07726305,41.96587987,39.26648709,44.38425956,75.90650388,58.24982405,41.96587987,34.62747009,32.98756956,,,,,
242,96.9490306,65.57684536,42.27342979,39.33983131,44.39610007,76.3743406,58.74940636,42.27342979,34.70081431,32.99941007,,,,,
243,97.41515439,66.07730934,42.58689205,39.41676285,44.40845021,76.84046439,59.24987034,42.58689205,34.77774585,33.01176021,,,,,
244,97.87944747,66.57848645,42.90625922,39.49741093,44.42133291,77.30475747,59.75104745,42.90625922,34.85839393,33.02464291,,,,,
245,98.34178399,67.0802137,43.23152098,39.58190357,44.43477141,77.76709399,60.2527747,43.23152098,34.94288657,33.03808141,,,,,
246,98.80203013,67.58233488,43.56266335,39.67036581,44.44878953,78.22734013,60.75489588,43.56266335,35.03134881,33.05209953,,,,,
247,99.2600528,68.08471237,43.89966716,39.76291337,44.46341671,78.6853628,61.25727337,43.89966716,35.12389637,33.06672671,,,,,
248,99.71571343,68.58721563,44.24250808,39.85966068,44.47868386,79.14102343,61.75977663,44.24250808,35.22064368,33.08199386,,,,,
249,100.1688689,69.08972314,44.59115646,39.96071977,44.49462402,79.59417895,62.26228414,44.59115646,35.32170277,33.09793402,,,,,
250,100.6193814,69.59213394,44.94557731,40.06619123,44.51127843,80.04469144,62.76469494,44.94557731,35.42717423,33.11458843,,,,,
251,101.0671124,70.09435752,45.30572921,40.17617055,44.52869211,80.49242245,63.26691852,45.30572921,35.53715355,33.13200211,,,,,
252,101.5119274,70.5963212,45.67156514,40.29073955,44.54691726,80.93723737,63.7688822,45.67156514,35.65172255,33.15022726,,,,,
253,101.9536883,71.09795869,46.04303018,40.40998041,44.56600769,81.37899835,64.27051969,46.04303018,35.77096341,33.16931769,,,,,
254,102.3922527,71.59920807,46.42005954,40.53397338,44.58601791,81.81756271,64.77176907,46.42005954,35.89495638,33.18932791,,,,,
255,102.8274821,72.1000247,46.80258234,40.66278496,44.60701029,82.25279211,65.2725857,46.80258234,36.02376796,33.21032029,,,,,
256,103.2592386,72.60037311,47.19052016,40.79647834,44.6290515,82.68454855,65.77293411,47.19052016,36.15746134,33.2323615,,,,,
257,103.6873897,73.10023301,47.5837897,40.9350983,44.65221775,83.11269965,66.27279401,47.5837897,36.2960813,33.25552775,,,,,
258,104.1118103,73.59960008,47.98230481,41.07866843,44.67659654,83.53712028,66.77216108,47.98230481,36.43965143,33.27990654,,,,,
259,104.5323838,74.09848615,48.3859784,41.22719351,44.70228767,83.9576938,67.27104715,48.3859784,36.58817651,33.30559767,,,,,
260,104.9489974,74.59691032,48.79471951,41.38066654,44.72939872,84.37430744,67.76947132,48.79471951,36.74164954,33.33270872,,,,,
261,105.3615356,75.09488887,49.20842685,41.53908608,44.75803736,84.78684561,68.26744987,49.20842685,36.90006908,33.36134736,,,,,
262,105.7698868,75.59244275,49.62699459,41.70244851,44.78831758,85.19519677,68.76500375,49.62699459,37.06343151,33.39162758,,,,,
263,106.1739376,76.08958792,50.05030721,41.87075581,44.82035509,85.59924763,69.26214892,50.05030721,37.23173881,33.42366509,,,,,
264,106.5735806,76.5863452,50.47824498,42.04400696,44.8542709,85.99889059,69.7589062,50.47824498,37.40498996,33.4575809,,,,,
265,106.9687061,77.08272939,50.91067757,42.22220816,44.89018509,86.39401611,70.25529039,50.91067757,37.58319116,33.49349509,,,,,
266,107.359207,77.57875391,51.34746988,42.40536197,44.92821936,86.78451701,70.75131491,51.34746988,37.76634497,33.53152936,,,,,
267,107.7449739,78.07442234,51.78847493,42.59348403,44.96849399,87.17028393,71.24698334,51.78847493,37.95446703,33.57180399,,,,,
268,108.1258947,78.56972725,52.23353368,42.78659968,45.01112707,87.55120472,71.74228825,52.23353368,38.14758268,33.61443707,,,,,
269,108.5018643,79.06466335,52.68248621,42.98472972,45.05623774,87.92717425,72.23722435,52.68248621,38.34571272,33.65954774,,,,,
270,108.87278,79.55922027,53.13516657,43.18790187,45.10394419,88.29809005,72.73178127,53.13516657,38.54888487,33.70725419,,,,,
271,109.2385477,80.05339001,53.59141199,43.39613613,45.15436217,88.66385774,73.22595101,53.59141199,38.75711913,33.75767217,,,,,
272,109.5990809,80.54716583,54.0510638,43.60944718,45.20760476,89.02439093,73.71972683,54.0510638,38.97043018,33.81091476,,,,,
273,109.9542937,81.04053099,54.51395787,43.82785742,45.2637824,89.3796037,74.21309199,54.51395787,39.18884042,33.8670924,,,,,
274,110.3041077,81.5334686,54.97993526,44.05138367,45.32299822,89.72941765,74.7060296,54.97993526,39.41236667,33.92630822,,,,,
275,110.6484514,82.02596085,55.44884263,44.28003972,45.38534698,90.0737614,75.19852185,55.44884263,39.64102272,33.98865698,,,,,
276,110.9872542,82.51797819,55.92052255,44.51384894,45.45091961,90.41256422,75.69053919,55.92052255,39.87483194,34.05422961,,,,,
277,111.3204511,83.00948599,56.39482077,44.75283543,45.51979642,90.74576107,76.18204699,56.39482077,40.11381843,34.12310642,,,,,
278,111.6479766,83.50043524,56.87157672,44.99703637,45.59205626,91.0732866,76.67299624,56.87157672,40.35801937,34.19536626,,,,,
279,111.9697651,83.99076275,57.35062587,45.24649923,45.66777651,91.39507507,77.16332375,57.35062587,40.60748223,34.27108651,,,,,
280,112.2857554,84.48039999,57.83180948,45.50126995,45.74702324,91.71106542,77.65296099,57.83180948,40.86225295,34.35033324,,,,,
281,112.5958852,84.96926312,58.31496384,45.76140192,45.82986101,92.0211952,78.14182412,58.31496384,41.12238492,34.43317101,,,,,
282,112.9000909,85.45725463,58.7999226,46.02695413,45.91635254,92.32540087,78.62981563,58.7999226,41.38793713,34.51966254,,,,,
283,113.1983161,85.94427505,59.28652935,46.2979831,46.00654773,92.62362611,79.11683605,59.28652935,41.6589661,34.60985773,,,,,
284,113.4905075,86.43021556,59.77462958,46.57454673,46.100491,92.91581746,79.60277656,59.77462958,41.93552973,34.703801,,,,,
285,113.7766185,86.91496632,60.26408009,46.85669993,46.19821267,93.20192851,80.08752732,60.26408009,42.21768293,34.80152267,,,,,
286,114.0566052,87.39841043,60.75474164,47.14449881,46.29974089,93.48191523,80.57097143,60.75474164,42.50548181,34.90305089,,,,,
287,114.3304331,87.88043112,61.24648942,47.43799396,46.40508904,93.75574309,81.05299212,61.24648942,42.79897696,35.00839904,,,,,
288,114.5980772,88.3609131,61.73921271,47.73723202,46.51425789,94.02338721,81.5334741,61.73921271,43.09821502,35.11756789,,,,,
289,114.8595145,88.83973034,62.23280109,48.04226065,46.6272555,94.28482454,82.01229134,62.23280109,43.40324365,35.2305655,,,,,
290,115.1147232,89.31674557,62.72714462,48.35312538,46.7440947,94.54003323,82.48930657,62.72714462,43.71410838,35.3474047,,,,,
291,115.3636878,89.79182219,63.22214571,48.66986659,46.8647795,94.7889978,82.96438319,63.22214571,44.03084959,35.4680895,,,,,
292,115.6063949,90.26481881,63.71771111,48.99252035,46.98931561,95.03170487,83.43737981,63.71771111,44.35350335,35.59262561,,,,,
293,115.8428417,90.73559635,64.21376274,49.32111591,47.11769647,95.26815166,83.90815735,64.21376274,44.68209891,35.72100647,,,,,
294,116.0730337,91.2040188,64.71023686,49.65567622,47.24990634,95.49834366,84.3765798,64.71023686,45.01665922,35.85321634,,,,,
295,116.2969775,91.66994554,65.20707175,49.99621794,47.38593637,95.7222875,84.84250654,65.20707175,45.35720094,35.98924637,,,,,
296,116.5146891,92.13323811,65.70421865,50.34275056,47.5257693,95.93999915,85.30579911,65.70421865,45.70373356,36.1290793,,,,,
297,116.7261921,92.59376046,66.20163963,50.69527562,47.66938139,96.15150213,85.76632146,66.20163963,46.05625862,36.27269139,,,,,
298,116.9315117,93.05136924,66.69929368,51.0537835,47.81675646,96.35682167,86.22393024,66.69929368,46.4147665,36.42006646,,,,,
299,117.1306828,93.50592319,67.19714922,51.41825582,47.96787159,96.55599283,86.67848419,67.19714922,46.77923882,36.57118159,,,,,
300,117.3237481,93.95728421,67.69518217,51.78866587,48.12269941,96.74905812,87.12984521,67.69518217,47.14964887,36.72600941,,,,,
301,117.5107525,94.4053071,68.19336176,52.16497433,48.28122137,96.93606249,87.5778681,68.19336176,47.52595733,36.88453137,,,,,
302,117.6917515,94.84984868,68.69166274,52.5471332,48.44341375,97.1170615,88.02240968,68.69166274,47.9081162,37.04672375,,,,,
303,117.8668092,95.29076878,69.19006403,52.9350853,48.60924996,97.29211922,88.46332978,69.19006403,48.2960683,37.21255996,,,,,
304,118.035993,95.72792055,69.68853585,53.32875618,48.77871325,97.46130298,88.90048155,69.68853585,48.68973918,37.38202325,,,,,
305,118.1993784,96.16115626,70.18704814,53.72805846,48.95178828,97.62468837,89.33371726,70.18704814,49.08904146,37.55509828,,,,,
306,118.3570401,96.59032174,70.68555855,54.13288509,49.12847261,97.78235015,89.76288274,70.68555855,49.49386809,37.73178261,,,,,
307,118.5090545,97.01525652,71.18401235,54.54310988,49.30877342,97.93436449,90.18781752,71.18401235,49.90409288,37.91208342,,,,,
308,118.6555068,97.4358034,71.68235466,54.95859449,49.49269428,98.08081682,90.6083644,71.68235466,50.31957749,38.09600428,,,,,
309,118.7964837,97.85180198,72.18051986,55.37918044,49.68024774,98.22179372,91.02436298,72.18051986,50.74016344,38.28355774,,,,,
310,118.9320771,98.2630895,72.67843358,55.80469109,49.87145427,98.35738708,91.4356505,72.67843358,51.16567409,38.47476427,,,,,
311,119.0623891,98.66950936,73.17602392,56.23494054,50.06633079,98.48769914,91.84207036,73.17602392,51.59592354,38.66964079,,,,,
312,119.1875267,99.07090422,73.67321031,56.66972617,50.26489389,98.61283672,92.24346522,73.67321031,52.03070917,38.86820389,,,,,
313,119.3076076,99.46712236,74.1699108,57.10883649,50.46715346,98.73291757,92.63968336,74.1699108,52.46981949,39.07046346,,,,,
314,119.4227517,99.85801087,74.66603266,57.55204209,50.67312315,98.84806165,93.03057187,74.66603266,52.91302509,39.27643315,,,,,
315,119.5330781,100.2434124,75.16146825,57.99909375,50.88281973,98.95838812,93.41597339,75.16146825,53.36007675,39.48612973,,,,,
316,119.6387105,100.6231706,75.65610077,58.44973043,51.09626013,99.06402049,93.7957316,75.65610077,53.81071343,39.69957013,,,,,
317,119.7397817,100.9971386,76.14981553,58.90369094,51.31345204,99.16509173,94.16969965,76.14981553,54.26467394,39.91676204,,,,,
318,119.8364255,101.3651698,76.64248793,59.36070318,51.53440183,99.26173554,94.53773082,76.64248793,54.72168618,40.13771183,,,,,
319,119.9287784,101.7271228,77.13399139,59.82048841,51.75911517,99.35408839,94.89968382,77.13399139,55.18147141,40.36242517,,,,,
320,120.0169819,102.0828721,77.62421758,60.28277318,51.98758417,99.44229194,95.25543315,77.62421758,55.64375618,40.59089417,,,,,
321,120.101176,102.4322936,78.11305181,60.74728414,52.21979479,99.52648604,95.60485462,78.11305181,56.10826714,40.82310479,,,,,
322,120.1815064,102.7752704,78.60037741,61.21375973,52.4557269,99.60681642,95.94783144,78.60037741,56.57474273,41.0590369,,,,,
323,120.258117,103.1116861,79.08606629,61.6819391,52.69536068,99.68342697,96.28424709,79.08606629,57.0429221,41.29867068,,,,,
324,120.3311458,103.4414231,79.56997867,62.15156217,52.93867321,99.75645579,96.61398412,79.56997867,57.51254517,41.54198321,,,,,
325,120.4007346,103.7643728,80.05197462,62.62238422,53.18563517,99.82604456,96.93693376,80.05197462,57.98336722,41.78894517,,,,,
326,120.4670204,104.0804296,80.53190646,63.09416802,53.43621394,99.89233043,97.25299065,80.53190646,58.45515102,42.03952394,,,,,
327,120.53014,104.3894975,81.00962978,63.56669629,53.69036859,99.95545003,97.56205854,81.00962978,58.92767929,42.29367859,,,,,
328,120.5902336,104.691491,81.48500452,64.0397729,53.94805281,100.0155436,97.864052,81.48500452,59.4007559,42.55136281,,,,,
329,120.6474309,104.9863275,81.9578835,64.51320946,54.20921841,100.0727409,98.1588885,81.9578835,59.87419246,42.81252841,,,,,
330,120.7018596,105.2739361,82.42812218,64.98683915,54.47381209,100.1271696,98.44649711,82.42812218,60.34782215,43.07712209,,,,,
331,120.7536515,105.554257,82.89557908,65.46051586,54.74177867,100.1789615,98.726818,82.89557908,60.82149886,43.34508867,,,,,
332,120.8029286,105.8272335,83.36010606,65.93410014,55.01306385,100.2282386,98.99979451,83.36010606,61.29508314,43.61637385,,,,,
333,120.8498139,106.0928174,83.82155711,66.40746834,55.28761208,100.2751239,99.26537843,83.82155711,61.76845134,43.89092208,,,,,
334,120.8944132,106.3509612,84.27977819,66.8804972,55.56536513,100.3197232,99.52352223,84.27977819,62.2414802,44.16867513,,,,,
335,120.936816,106.6016203,84.73460878,67.35306617,55.84626352,100.362126,99.77418128,84.73460878,62.71404917,44.44957352,,,,,
336,120.9771149,106.8447608,85.18589335,67.82507228,56.13024615,100.4024249,100.0173218,85.18589335,63.18605528,44.73355615,,,,,
337,121.0153862,107.0803527,85.63347072,68.29641376,56.41724648,100.4406962,100.2529137,85.63347072,63.65739676,45.02055648,,,,,
338,121.05169,107.308371,86.07717557,68.76699142,56.70719465,100.477,100.480932,86.07717557,64.12797442,45.31050465,,,,,
339,121.0860898,107.528804,86.51684911,69.23672353,57.00001984,100.5113998,100.701365,86.51684911,64.59770653,45.60332984,,,,,
340,121.1186387,107.7416471,86.95233061,69.7055305,57.29564791,100.5439487,100.9142081,86.95233061,65.0665135,45.89895791,,,,,
341,121.1493951,107.9469049,87.38346236,70.1733395,57.59400332,100.5747051,101.1194659,87.38346236,65.5343225,46.19731332,,,,,
342,121.1784315,108.1445962,87.8100988,70.64009696,57.8950111,100.6037415,101.3171572,87.8100988,66.00107996,46.4983211,,,,,
343,121.2058115,108.3347471,88.23209542,71.10575107,58.19859301,100.6311215,101.5073081,88.23209542,66.46673407,46.80190301,,,,,
344,121.2315935,108.5173948,88.64930995,71.5702547,58.50466959,100.6569035,101.6899558,88.64930995,66.9312377,47.10797959,,,,,
345,121.2558453,108.6925918,89.06161242,72.0335777,58.81316294,100.6811553,101.8651528,89.06161242,67.3945607,47.41647294,,,,,
346,121.2786271,108.860401,89.46887676,72.49569245,59.1239919,100.7039371,102.032962,89.46887676,67.85667545,47.7273019,,,,,
347,121.2999937,109.0209003,89.87098594,72.95658052,59.43707687,100.7253037,102.1934613,89.87098594,68.31756352,48.04038687,,,,,
348,121.3199852,109.1741781,90.26782372,73.41621923,59.75233606,100.7452952,102.3467391,90.26782372,68.77720223,48.35564606,,,,,
349,121.3386325,109.3203369,90.65927612,73.87458392,60.06968445,100.7639425,102.4928979,90.65927612,69.23556692,48.67299445,,,,,
350,121.3559744,109.4594968,91.0452406,74.33166164,60.38904126,100.7812844,102.6320578,91.0452406,69.69264464,48.99235126,,,,,
351,121.372042,109.5917924,91.42561901,74.78743848,60.71032516,100.797352,102.7643534,91.42561901,70.14842148,49.31363516,,,,,
352,121.3868667,109.7173808,91.80032647,75.24191271,61.03346142,100.8121767,102.8899418,91.80032647,70.60289571,49.63677142,,,,,
353,121.400489,109.8364374,92.16929136,75.69509311,61.3583834,100.825799,103.0089984,92.16929136,71.05607611,49.9616934,,,,,
354,121.4129441,109.9491492,92.53244571,76.14698251,61.68502501,100.8382541,103.1217102,92.53244571,71.50796551,50.28833501,,,,,
355,121.4242766,110.0557172,92.88973221,76.59758806,62.01332642,100.8495866,103.2282782,92.88973221,71.95857106,50.61663642,,,,,
356,121.4345336,110.1563477,93.24109488,77.04690796,62.34322558,100.8598436,103.3289087,93.24109488,72.40789096,50.94653558,,,,,
357,121.4437575,110.2512533,93.58647832,77.49493125,62.67465874,100.8690675,103.4238143,93.58647832,72.85591425,51.27796874,,,,,
358,121.4519981,110.3406583,93.92583668,77.94165107,63.00756931,100.8773081,103.5132193,93.92583668,73.30263407,51.61087931,,,,,
359,121.4592961,110.4247916,94.25912427,78.38704951,63.34189704,100.8846061,103.5973526,94.25912427,73.74803251,51.94520704,,,,,
360,121.4656846,110.503884,94.58629566,78.83109895,63.67757918,100.8909946,103.676445,94.58629566,74.19208195,52.28088918,,,,,
361,121.4712042,110.5781733,94.90731421,79.27377564,64.01456149,100.8965142,103.7507343,94.90731421,74.63475864,52.61787149,,,,,
362,121.4758862,110.6478941,95.22214287,79.71504537,64.35278657,100.9011962,103.8204551,95.22214287,75.07602837,52.95609657,,,,,
363,121.4797547,110.7132768,95.53074386,80.1548608,64.69219288,100.9050647,103.8858378,95.53074386,75.5158438,53.29550288,,,,,
364,121.4828332,110.7745466,95.83307915,80.59316431,65.03271525,100.9081432,103.9471076,95.83307915,75.95414731,53.63602525,,,,,
365,121.4851372,110.8319203,96.12911165,81.0298909,65.37428664,100.9104472,104.0044813,96.12911165,76.3908739,53.97759664,,,,,
366,121.4866842,110.885613,96.41881333,81.46497885,65.71684954,100.9119942,104.058174,96.41881333,76.82596185,54.32015954,,,,,
367,121.4874964,110.9358375,96.70215852,81.89836492,66.06034982,100.9128064,104.1083985,96.70215852,77.25934792,54.66365982,,,,,
368,121.4876077,110.9828103,96.97912995,82.32999537,66.40474688,100.9129177,104.1553713,96.97912995,77.69097837,55.00805688,,,,,
369,121.4870569,111.0267441,97.24971754,82.75982318,66.75001105,100.9123669,104.1993051,97.24971754,78.12080618,55.35332105,,,,,
370,121.4858849,111.0678453,97.51391061,83.18779798,67.0961137,100.9111949,104.2404063,97.51391061,78.54878098,55.6994237,,,,,
371,121.4841318,111.1063108,97.77170434,83.61386998,67.44303385,100.9094418,104.2788718,97.77170434,78.97485298,56.04634385,,,,,
372,121.4818293,111.1423192,98.0230909,84.03797935,67.79074442,100.9071393,104.3148802,98.0230909,79.39896235,56.39405442,,,,,
373,121.4790096,111.1760417,98.26806069,84.46005903,68.13921483,100.9043196,104.3486027,98.26806069,79.82104203,56.74252483,,,,,
374,121.4757064,111.2076393,98.50661246,84.88004775,68.48842443,100.9010164,104.3802003,98.50661246,80.24103075,57.09173443,,,,,
375,121.4719562,111.2372649,98.73875384,85.29788847,68.83836207,100.8972662,104.4098259,98.73875384,80.65887147,57.44167207,,,,,
376,121.4677964,111.2650655,98.96449154,85.71352022,69.18901372,100.8931064,104.4376265,98.96449154,81.07450322,57.79232372,,,,,
377,121.4632668,111.2911812,99.1838388,86.12688311,69.54037033,100.8885768,104.4637422,99.1838388,81.48786611,58.14368033,,,,,
378,121.4584094,111.315749,99.3968094,86.53791194,69.8924202,100.8837194,104.48831,99.3968094,81.89889494,58.4957302,,,,,
379,121.4532666,111.3388958,99.60342513,86.94654418,70.24515707,100.8785766,104.5114568,99.60342513,82.30752718,58.84846707,,,,,
380,121.4478796,111.360738,99.80371738,87.35271786,70.59857919,100.8731896,104.533299,99.80371738,82.71370086,59.20188919,,,,,
381,121.4422879,111.3813879,99.9977135,87.75636298,70.95267288,100.8675979,104.5539489,99.9977135,83.11734598,59.55598288,,,,,
382,121.4365271,111.4009523,100.1854351,88.1574001,71.30740955,100.8618371,104.5735133,100.1854351,83.5183831,59.91071955,,,,,
383,121.4306263,111.4195223,100.3669071,88.55574259,71.66275165,100.8559363,104.5920833,100.3669071,83.91672559,60.26606165,,,,,
384,121.4246133,111.4371792,100.5421627,88.95130641,72.01866348,100.8499233,104.6097402,100.5421627,84.31228941,60.62197348,,,,,
385,121.4185134,111.4539978,100.7112345,89.34400297,72.37509875,100.8438234,104.6265588,100.7112345,84.70498597,60.97840875,,,,,
386,121.4123411,111.4700365,100.8741588,89.73373536,72.73199646,100.8376511,104.6425975,100.8741588,85.09471836,61.33530646,,,,,
387,121.4060983,111.4853339,101.0309763,90.12039918,73.08928117,100.8314083,104.6578949,101.0309763,85.48138218,61.69259117,,,,,
388,121.3997759,111.4999109,101.1817381,90.50388584,73.44686837,100.8250859,104.6724719,101.1817381,85.86486884,62.05017837,,,,,
389,121.3933632,111.5137806,101.326513,90.88409153,73.80467868,100.8186732,104.6863416,101.326513,86.24507453,62.40798868,,,,,
390,121.3868484,111.5269522,101.4653774,91.26091264,74.1626293,100.8121584,104.6995132,101.4653774,86.62189564,62.7659393,,,,,
391,121.3802221,111.5394351,101.5984261,91.63425271,74.52064612,100.8055321,104.7119961,101.5984261,86.99523571,63.12395612,,,,,
392,121.3734844,111.551246,101.7257678,92.00402209,74.87866363,100.7987944,104.723807,101.7257678,87.36500509,63.48197363,,,,,
393,121.366636,111.5624013,101.8475161,92.37013004,75.23661109,100.791946,104.7349623,101.8475161,87.73111304,63.83992109,,,,,
394,121.3596795,111.5729174,101.9637989,92.7324911,75.59442399,100.7849895,104.7454784,101.9637989,88.0934741,64.19773399,,,,,
395,121.3526243,111.5828165,102.0747539,93.09102541,75.95204403,100.7779343,104.7553775,102.0747539,88.45200841,64.55535403,,,,,
396,121.3454813,111.5921216,102.1805224,93.445651,76.30940552,100.7707913,104.7646826,102.1805224,88.806634,64.91271552,,,,,
397,121.3382587,111.6008531,102.2812526,93.79628748,76.66644328,100.7635687,104.7734141,102.2812526,89.15727048,65.26975328,,,,,
398,121.3309578,111.6090234,102.3770915,94.14284856,77.02307967,100.7562678,104.7815844,102.3770915,89.50383156,65.62638967,,,,,
399,121.3235691,111.6166321,102.4681892,94.48524303,77.37922479,100.7488791,104.7891931,102.4681892,89.84622603,65.98253479,,,,,
400,121.3160795,111.6236754,102.5547029,94.82338274,77.73479064,100.7413895,104.7962364,102.5547029,90.18436574,66.33810064,,,,,
401,121.308473,111.6301447,102.6367872,95.15717485,78.08968002,100.733783,104.8027057,102.6367872,90.51815785,66.69299002,,,,,
402,121.3007331,111.6360297,102.7145951,95.48652314,78.44378907,100.7260431,104.8085907,102.7145951,90.84750614,67.04709907,,,,,
403,121.292841,111.6413169,102.7882801,95.81133331,78.79701825,100.718151,104.8138779,102.7882801,91.17231631,67.40032825,,,,,
404,121.2847773,111.6459901,102.8579921,96.13150839,79.14926484,100.7100873,104.8185511,102.8579921,91.49249139,67.75257484,,,,,
405,121.2765292,111.6500385,102.9238828,96.44695399,79.50043262,100.7018392,104.8225995,102.9238828,91.80793699,68.10374262,,,,,
406,121.2680775,111.6534447,102.9860959,96.75757221,79.85042182,100.6933875,104.8260057,102.9860959,92.11855521,68.45373182,,,,,
407,121.2594106,111.6561971,103.0447766,97.06326815,80.19914444,100.6847206,104.8287581,103.0447766,92.42425115,68.80245444,,,,,
408,121.2505258,111.658292,103.1000724,97.36394989,80.54652224,100.6758358,104.830853,103.1000724,92.72493289,69.14983224,,,,,
409,121.2414144,111.6597184,103.1521192,97.65952057,80.89247191,100.6667244,104.8322794,103.1521192,93.02050357,69.49578191,,,,,
410,121.2320753,111.6604715,103.2010547,97.94988452,81.23692028,100.6573853,104.8330325,103.2010547,93.31086752,69.84023028,,,,,
